,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Has_Score,Has_Rating,Age,Grouped_Publisher
4980,The Legend of Spyro: Dawn of the Dragon,Wii,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,64.0,11.0,65.0,19.0,E10+,True,True,13.0,Moyen
4981,Dr. Seuss The Cat in the Hat,PS2,Misc,Vivendi Games,0.27,0.21,0.0,0.07,0.56,56.0,6.0,65.0,8.0,E,True,True,18.0,Moyen
4982,Crash Tag Team Racing,PS2,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66.0,21.0,70.0,50.0,E10+,True,True,16.0,Moyen
4983,F.E.A.R.,PS3,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,72.0,31.0,74.0,64.0,M,True,True,14.0,Moyen
4984,The Hobbit,PS2,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,59.0,17.0,86.0,14.0,E,True,True,18.0,Moyen
4985,The Incredible Hulk: Ultimate Destruction,PS2,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83.0,41.0,87.0,38.0,T,True,True,16.0,Moyen
4986,Crash: Mind Over Mutant,PS2,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,73.0,7.0,65.0,37.0,E10+,True,True,13.0,Moyen
4987,Scarface: The World is Yours,X,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,76.0,41.0,84.0,46.0,M,True,True,15.0,Moyen
4988,Crash of the Titans,DS,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.48,73.0,8.0,59.0,10.0,E,True,True,14.0,Moyen
4989,Crash: Mind Over Mutant,X360,Platform,Vivendi Games,0.22,0.2,0.0,0.05,0.47,60.0,42.0,65.0,23.0,E10+,True,True,13.0,Moyen
4990,The Legend of Spyro: Dawn of the Dragon,DS,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,57.0,9.0,68.0,10.0,E,True,True,13.0,Moyen
4991,Crash Nitro Kart,GBA,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46,77.0,6.0,83.0,12.0,E,True,True,18.0,Moyen
4992,The Chronicles of Riddick: Escape from Butcher Bay,X,Shooter,Vivendi Games,0.32,0.11,0.0,0.02,0.45,89.0,84.0,89.0,85.0,M,True,True,17.0,Moyen
4993,Crash of the Titans,Wii,Action,Vivendi Games,0.39,0.02,0.0,0.03,0.45,69.0,16.0,58.0,22.0,E10+,True,True,14.0,Moyen
4994,The Thing,PS2,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44,78.0,27.0,74.0,41.0,M,True,True,19.0,Moyen
4995,50 Cent: Bulletproof,X,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,50.0,14.0,59.0,21.0,M,True,True,16.0,Moyen
4996,Crash: Mind Over Mutant,Wii,Platform,Vivendi Games,0.35,0.06,0.0,0.03,0.44,70.0,13.0,66.0,16.0,E10+,True,True,13.0,Moyen
4997,The Legend of Spyro: Dawn of the Dragon,PS3,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44,59.0,22.0,65.0,37.0,E10+,True,True,13.0,Moyen
4998,Robert Ludlum's The Bourne Conspiracy,X360,Action,Vivendi Games,0.26,0.13,0.0,0.04,0.44,71.0,72.0,72.0,63.0,T,True,True,13.0,Moyen
4999,The Legend of Spyro: The Eternal Night,PS2,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,54.0,18.0,54.0,28.0,E10+,True,True,14.0,Moyen
5000,Crash: Mind Over Mutant,DS,Platform,Vivendi Games,0.38,0.0,0.0,0.03,0.42,45.0,12.0,58.0,8.0,E,True,True,13.0,Moyen
5001,Crash of the Titans,PS2,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,70.0,12.0,59.0,49.0,E10+,True,True,14.0,Moyen
5002,TimeShift,X360,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,70.0,58.0,79.0,63.0,M,True,True,14.0,Moyen
5003,Ice Age 2: The Meltdown,PS2,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39,68.0,19.0,80.0,6.0,E10+,True,True,15.0,Moyen
5004,Robert Ludlum's The Bourne Conspiracy,PS3,Action,Vivendi Games,0.18,0.14,0.0,0.06,0.39,70.0,47.0,76.0,43.0,T,True,True,13.0,Moyen
5005,The Legend of Spyro: A New Beginning,DS,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,10.0,68.0,8.0,E,True,True,15.0,Moyen
5006,The Legend of Spyro: The Eternal Night,DS,Platform,Vivendi Games,0.32,0.02,0.0,0.03,0.37,56.0,4.0,27.0,6.0,E,True,True,14.0,Moyen
5007,Robots,PS2,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36,53.0,6.0,60.0,8.0,E,True,True,16.0,Moyen
5008,Metal Arms: Glitch in the System,PS2,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,81.0,28.0,89.0,17.0,T,True,True,18.0,Moyen
5009,Leisure Suit Larry: Magna Cum Laude,PS2,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,60.0,44.0,63.0,18.0,M,True,True,17.0,Moyen
5010,F.E.A.R.,X360,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,85.0,44.0,73.0,131.0,M,True,True,15.0,Moyen
5011,SWAT: Global Strike Team,PS2,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,0.32,69.0,21.0,78.0,16.0,M,True,True,18.0,Moyen
5012,Crash of the Titans,X360,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65.0,25.0,63.0,39.0,E10+,True,True,14.0,Moyen
5013,Crash Nitro Kart,X,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,70.0,14.0,89.0,16.0,E,True,True,18.0,Moyen
5014,The Legend of Spyro: Dawn of the Dragon,X360,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,62.0,35.0,72.0,26.0,E10+,True,True,13.0,Moyen
5015,Spyro: A Heros Tail,GC,Platform,Vivendi Games,0.22,0.06,0.0,0.01,0.29,62.0,13.0,83.0,10.0,E,True,True,17.0,Moyen
5016,Crash Nitro Kart,GC,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10.0,74.0,8.0,E,True,True,18.0,Moyen
5017,Bomberman Generation,GC,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,19.0,85.0,15.0,E,True,True,19.0,Moyen
5018,Men of Valor,X,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,73.0,47.0,80.0,8.0,M,True,True,17.0,Moyen
5019,The Mummy: Tomb of the Dragon Emperor,PS2,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38.0,7.0,68.0,6.0,T,True,True,13.0,Moyen
5020,The Chronicles of Riddick: Assault on Dark Athena,PS3,Shooter,Vivendi Games,0.12,0.09,0.0,0.04,0.25,80.0,45.0,77.0,40.0,M,True,True,12.0,Moyen
5021,Crash Tag Team Racing,PSP,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24,68.0,9.0,71.0,25.0,E10+,True,True,16.0,Moyen
5022,The Incredible Hulk: Ultimate Destruction,X,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84.0,47.0,80.0,22.0,T,True,True,16.0,Moyen
5023,Aliens vs Predator: Requiem,PSP,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,49.0,34.0,56.0,19.0,T,True,True,14.0,Moyen
5024,The Legend of Spyro: The Eternal Night,Wii,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,8.0,64.0,15.0,E10+,True,True,14.0,Moyen
5025,The Thing,X,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78.0,21.0,66.0,14.0,M,True,True,19.0,Moyen
5026,Predator: Concrete Jungle,PS2,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,14.0,88.0,76.0,M,True,True,16.0,Moyen
5027,The Hobbit,GBA,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,6.0,92.0,17.0,E,True,True,18.0,Moyen
5028,The Legend of Spyro: A New Beginning,GC,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,13.0,73.0,11.0,E10+,True,True,15.0,Moyen
5029,Fight Clu,PS2,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36.0,28.0,44.0,22.0,M,True,True,17.0,Moyen
5030,Buffy the Vampire Slayer: Chaos Bleeds,PS2,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72.0,27.0,89.0,47.0,T,True,True,18.0,Moyen
5031,The Hobbit,GC,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,61.0,17.0,73.0,8.0,E,True,True,18.0,Moyen
5032,Metal Arms: Glitch in the System,X,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,82.0,35.0,87.0,15.0,T,True,True,18.0,Moyen
5033,SWAT: Global Strike Team,X,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,69.0,22.0,63.0,7.0,M,True,True,18.0,Moyen
5034,Leisure Suit Larry: Magna Cum Laude,X,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,62.0,49.0,64.0,13.0,M,True,True,17.0,Moyen
5035,Crash Tag Team Racing,GC,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,66.0,14.0,73.0,11.0,E10+,True,True,16.0,Moyen
5036,Eragon,DS,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,63.0,17.0,76.0,13.0,T,True,True,15.0,Moyen
5037,TimeShift,PS3,Shooter,Vivendi Games,0.14,0.0,0.0,0.01,0.16,70.0,16.0,63.0,27.0,M,True,True,14.0,Moyen
5038,Spyro: Shadow Legacy,DS,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.16,50.0,18.0,57.0,16.0,E,True,True,16.0,Moyen
5039,Scarface: Money. Power. Respect.,PSP,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,58.0,12.0,31.0,15.0,M,True,True,15.0,Moyen
5040,Battlestar Galactica,PS2,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,66.0,22.0,68.0,6.0,T,True,True,18.0,Moyen
5041,The Incredible Hulk: Ultimate Destruction,GC,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,85.0,15.0,T,True,True,16.0,Moyen
5042,Crash: Twinsanity,X,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,87.0,29.0,E,True,True,17.0,Moyen
5043,Geometry Wars: Galaxies,DS,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.14,79.0,36.0,79.0,26.0,E,True,True,14.0,Moyen
5044,Scarface: The World is Yours,Wii,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,71.0,23.0,84.0,29.0,M,True,True,14.0,Moyen
5045,Spyro: A Heros Tail,X,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,64.0,17.0,91.0,10.0,E,True,True,17.0,Moyen
5046,Eragon,X360,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,48.0,32.0,57.0,24.0,T,True,True,15.0,Moyen
5047,Iridion II,GBA,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13,78.0,13.0,83.0,4.0,E,True,True,18.0,Moyen
5048,Crash Tag Team Racing,X,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,69.0,17.0,78.0,11.0,E10+,True,True,16.0,Moyen
5049,The X Files: Resist or Serve,PS2,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,67.0,31.0,82.0,9.0,M,True,True,17.0,Moyen
5050,Geometry Wars: Galaxies,Wii,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12,80.0,55.0,82.0,26.0,E,True,True,14.0,Moyen
5051,Buffy the Vampire Slayer: Chaos Bleeds,X,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,73.0,26.0,84.0,14.0,T,True,True,18.0,Moyen
5052,Cold Winter,PS2,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,73.0,41.0,82.0,24.0,M,True,True,16.0,Moyen
5053,Fight Clu,X,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,29.0,47.0,13.0,M,True,True,17.0,Moyen
5054,Metal Arms: Glitch in the System,GC,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,30.0,89.0,20.0,T,True,True,18.0,Moyen
5055,Predator: Concrete Jungle,X,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46.0,17.0,80.0,10.0,M,True,True,16.0,Moyen
5056,The Mummy: Tomb of the Dragon Emperor,Wii,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,7.0,64.0,5.0,T,True,True,13.0,Moyen
5057,F.E.A.R. Files,X360,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09,66.0,43.0,71.0,16.0,M,True,True,14.0,Moyen
5058,Ice Age 2: The Meltdown,Wii,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08,66.0,9.0,78.0,5.0,E10+,True,True,15.0,Moyen
5059,James Camerons Dark Angel,X,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,47.0,17.0,83.0,6.0,T,True,True,19.0,Moyen
5060,Whirl Tour,GC,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,10.0,90.0,4.0,E,True,True,19.0,Moyen
5061,Empire Earth,PC,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,82.0,127.0,T,True,True,20.0,Moyen
5062,Red Ninja: End of Honor,PS2,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47.0,17.0,50.0,7.0,M,True,True,16.0,Moyen
5063,Empire Earth III,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50.0,40.0,28.0,53.0,T,True,True,14.0,Moyen
5064,SWAT: Target Liberty,PSP,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,26.0,77.0,9.0,T,True,True,14.0,Moyen
5065,Caesar IV,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,74.0,32.0,76.0,43.0,E10+,True,True,15.0,Moyen
5066,Scarface: The World is Yours,PC,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,18.0,75.0,57.0,M,True,True,15.0,Moyen
5067,World in Conflict,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89.0,44.0,81.0,303.0,T,True,True,14.0,Moyen
5068,Earthworm Jim 2,GBA,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,45.0,10.0,57.0,6.0,E,True,True,19.0,Moyen
5069,Homeworld 2,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,83.0,31.0,83.0,128.0,T,True,True,18.0,Moyen
5070,Empire Earth II,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,79.0,39.0,71.0,90.0,T,True,True,16.0,Moyen
5071,Buffy the Vampire Slayer: Chaos Bleeds,GC,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,75.0,18.0,90.0,9.0,T,True,True,18.0,Moyen
5072,SWAT 4,PC,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,85.0,49.0,86.0,229.0,M,True,True,16.0,Moyen
5073,Jurassic Park: Operation Genesis,PC,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.02,72.0,15.0,87.0,55.0,T,True,True,18.0,Moyen
5074,Red Ninja: End of Honor,X,Action,Vivendi Games,0.01,0.0,0.0,0.0,0.02,46.0,25.0,40.0,5.0,M,True,True,16.0,Moyen
5075,Judge Dredd: Dredd Vs Death,X,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,57.0,17.0,67.0,7.0,M,True,True,18.0,Moyen
5076,Evil Genius,PC,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02,75.0,51.0,83.0,106.0,T,True,True,17.0,Moyen
5077,F.E.A.R. Perseus Mandate,PC,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,61.0,27.0,74.0,108.0,M,True,True,14.0,Moyen
5078,TimeShift,PC,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,71.0,30.0,76.0,126.0,M,True,True,14.0,Moyen
5079,The Chronicles of Riddick: Assault on Dark Athena,PC,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01,80.0,26.0,80.0,136.0,M,True,True,12.0,Moyen
5080,Emperor: Rise of the Middle Kingdom,PC,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.01,77.0,15.0,83.0,29.0,E,True,True,19.0,Moyen
5081,Real Heroes: Firefighter,Wii,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,67.0,18.0,82.0,10.0,E10+,True,True,12.0,Mineur ou indépendant
5082,Still Life 2,PC,Adventure,Rondomedia,0.0,0.02,0.0,0.0,0.02,67.0,15.0,57.0,54.0,M,True,True,12.0,Mineur ou indépendant
5083,Scratches,PC,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.01,67.0,18.0,83.0,52.0,T,True,True,15.0,Mineur ou indépendant
5084,Texas Hold Em Poker,GBA,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7.0,68.0,6.0,E,True,True,17.0,Très petit
5085,The New York Times Crosswords,DS,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,79.0,15.0,67.0,6.0,T,True,True,14.0,Très petit
5086,Fish Tycoon,DS,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,70.0,6.0,E,True,True,14.0,Très petit
5087,Zumba Fitness: World Party,XOne,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24,73.0,5.0,62.0,40.0,E,True,True,8.0,Très petit
5088,A Boy and His Blo,Wii,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,43.0,87.0,35.0,E,True,True,12.0,Très petit
5089,Guilty Gear Judgment,PSP,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,77.0,17.0,66.0,8.0,T,True,True,15.0,Très petit
5090,Cake Mania,DS,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55.0,23.0,61.0,7.0,E,True,True,14.0,Très petit
5091,Night at the Museum: Battle of the Smithsonian,X360,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,15.0,71.0,8.0,E10+,True,True,12.0,Très petit
5092,Psychonauts,PS2,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,86.0,33.0,87.0,61.0,T,True,True,16.0,Très petit
5093,Data East Arcade Classics,Wii,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,56.0,7.0,82.0,5.0,T,True,True,11.0,Très petit
5094,Nano Assault,3DS,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,75.0,8.0,77.0,18.0,E10+,True,True,10.0,Très petit
5095,Mad Dog McCree: Gunslinger Pack,Wii,Shooter,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31.0,6.0,50.0,11.0,T,True,True,12.0,Très petit
5096,Kengo: Legend of The 9,X360,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,38.0,18.0,41.0,14.0,M,True,True,15.0,Très petit
5097,Drake of the 99 Dragons,X,Shooter,Majesco Entertainment,0.05,0.01,0.0,0.0,0.07,22.0,16.0,18.0,37.0,T,True,True,18.0,Très petit
5098,Operation: Vietnam,DS,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,65.0,16.0,63.0,4.0,T,True,True,14.0,Très petit
5099,Monster Tale,DS,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79.0,15.0,80.0,15.0,E,True,True,10.0,Très petit
5100,Nanostray,DS,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,71.0,43.0,77.0,19.0,E,True,True,16.0,Très petit
5101,Guilty Gear Dust Strikers,DS,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,25.0,58.0,9.0,T,True,True,15.0,Très petit
5102,Razes Hell,X,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,37.0,81.0,8.0,M,True,True,16.0,Très petit
5103,Wonder World Amusement Park,Wii,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37.0,9.0,45.0,4.0,E,True,True,13.0,Très petit
5104,Attack of the Movies 3D,X360,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8.0,17.0,10.0,T,True,True,11.0,Très petit
5105,Toy Shop,DS,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,31.0,7.0,54.0,11.0,E,True,True,13.0,Très petit
5106,Nacho Libre,DS,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,6.0,58.0,6.0,E10+,True,True,15.0,Très petit
5107,MechAssault: Phantom War,DS,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,66.0,16.0,45.0,4.0,T,True,True,15.0,Très petit
5108,Farming Simulator 17,PS4,Simulation,Focus Home Interactive,0.07,0.43,0.0,0.09,0.59,69.0,18.0,80.0,13.0,E,True,True,5.0,Très petit
5109,Sherlock Holmes: The Mystery of the Mummy,DS,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.39,57.0,8.0,31.0,9.0,E,True,True,12.0,Très petit
5110,Farming Simulator 2013,X360,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.04,0.38,33.0,12.0,62.0,30.0,E,True,True,8.0,Très petit
5111,Game of Thrones,X360,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,52.0,35.0,52.0,126.0,M,True,True,9.0,Très petit
5112,The Testament of Sherlock Holmes,PS3,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.24,65.0,16.0,74.0,34.0,M,True,True,9.0,Très petit
5113,Game of Thrones,PS3,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.24,53.0,14.0,55.0,81.0,M,True,True,9.0,Très petit
5114,TrackMania: Build to Race,Wii,Racing,Focus Home Interactive,0.09,0.11,0.0,0.02,0.23,74.0,17.0,68.0,5.0,E,True,True,11.0,Très petit
5115,Bound By Flame,PS4,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.2,53.0,40.0,59.0,231.0,M,True,True,7.0,Très petit
5116,Blood Bowl,X360,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01,0.16,61.0,28.0,50.0,20.0,T,True,True,12.0,Très petit
5117,Sherlock Holmes vs. Jack the Ripper,X360,Adventure,Focus Home Interactive,0.11,0.03,0.0,0.01,0.16,62.0,24.0,68.0,14.0,T,True,True,12.0,Très petit
5118,Farming Simulator 2013,PS3,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,17.0,29.0,9.0,E,True,True,8.0,Très petit
5119,Divinity II: The Dragon Knight Saga,X360,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.13,72.0,13.0,78.0,50.0,M,True,True,11.0,Très petit
5120,TrackMania DS,DS,Racing,Focus Home Interactive,0.06,0.01,0.0,0.01,0.08,75.0,38.0,69.0,13.0,E,True,True,13.0,Très petit
5121,The Technomancer,PS4,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.07,60.0,38.0,67.0,117.0,M,True,True,5.0,Très petit
5122,The Testament of Sherlock Holmes,PC,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07,73.0,18.0,80.0,129.0,M,True,True,9.0,Très petit
5123,Cities XL 2012,PC,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,56.0,96.0,E,True,True,10.0,Très petit
5124,The Next BIG Thing,PC,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,75.0,30.0,79.0,35.0,E10+,True,True,10.0,Très petit
5125,Blood Bowl,PC,Sports,Focus Home Interactive,0.02,0.02,0.0,0.01,0.04,72.0,34.0,65.0,57.0,T,True,True,12.0,Très petit
5126,Runaway: A Twist of Fate,PC,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,82.0,40.0,T,True,True,12.0,Très petit
5127,Tour de France 2014,PS4,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,9.0,51.0,22.0,E,True,True,7.0,Très petit
5128,The Technomancer,XOne,Role-Playing,Focus Home Interactive,0.02,0.01,0.0,0.0,0.03,68.0,12.0,73.0,56.0,M,True,True,5.0,Très petit
5129,Cities XL 2011,PC,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,70.0,17.0,57.0,39.0,E,True,True,11.0,Très petit
5130,The Testament of Sherlock Holmes,X360,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,64.0,24.0,76.0,30.0,M,True,True,9.0,Très petit
5131,Blood Bowl: Legendary Edition,PC,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,73.0,13.0,64.0,75.0,T,True,True,11.0,Très petit
5132,Contrast,PC,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,62.0,24.0,77.0,172.0,T,True,True,8.0,Très petit
5133,The Technomancer,PC,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,56.0,34.0,68.0,152.0,M,True,True,5.0,Très petit
5134,Sherlock Holmes vs. Jack the Ripper,PC,Adventure,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,73.0,26.0,81.0,43.0,T,True,True,12.0,Très petit
5135,Bound By Flame,X360,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,56.0,5.0,68.0,45.0,M,True,True,7.0,Très petit
5136,Blood Bowl,PSP,Sports,Focus Home Interactive,0.0,0.0,0.0,0.0,0.01,61.0,9.0,60.0,4.0,T,True,True,12.0,Très petit
5137,Mystery Case Files: Dire Grove,PC,Adventure,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,82.0,4.0,85.0,8.0,E10+,True,True,12.0,Très petit
5138,NASCAR: Dirt to Daytona,PS2,Racing,Monster Games,0.28,0.22,0.0,0.07,0.58,84.0,10.0,88.0,19.0,E,True,True,19.0,Mineur ou indépendant
5139,Unreal Tournament,PS2,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,77.0,23.0,68.0,13.0,M,True,True,21.0,Très petit
5140,Men in Black II: Alien Escape,PS2,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,50.0,19.0,73.0,6.0,T,True,True,19.0,Très petit
5141,Dragon Ball Z: Collectible Card Game,GBA,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,62.0,4.0,55.0,4.0,E,True,True,19.0,Très petit
5142,Tekken Advance,GBA,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45,82.0,14.0,82.0,13.0,T,True,True,20.0,Très petit
5143,Nickelodeon Party Blast,X,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,19.0,4.0,40.0,8.0,E,True,True,19.0,Très petit
5144,Le Mans 24 Hours,PS2,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75.0,19.0,76.0,9.0,E,True,True,20.0,Très petit
5145,Test Drive Off-Road Wide Open,X,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,64.0,21.0,83.0,9.0,E,True,True,20.0,Très petit
5146,Gunvalkyrie,X,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,73.0,28.0,73.0,10.0,T,True,True,19.0,Très petit
